,title,author,date,thumb,excerpt,article_url,website_name
10," FTX court case update as of October 11, 2023 ", Ana Zirojevic ," October 11, 2023 ",https://finbold.com/app/uploads/2023/10/FTX-court-case-update-as-of-October-11-2023.jpg,"<p class=""paragraph"">Amid the trial of Sam Bankman-Fried over the collapse of FTX, a <a href=""https://finbold.com/guide/cryptocurrency-trading/"">cryptocurrency trading</a> platform he used to run, the court is hearing testimonies of his closest associates, including Caroline Ellison, the former CEO of hedge fund firm Alameda Research, and FTX co-founder Gary Wang.</p>",https://finbold.com/ftx-court-case-update-as-of-october-11-2023/,Finbold
11," Artfi attracts over 25,000 collectors for fractionalized artwork in Web3 ", Jordan Major ," October 11, 2023 ",https://finbold.com/app/uploads/2023/10/Artfi-attracts-over-25000-collectors-for-fractionalized-digital-artwork-in-Web3-1-1024x574.jpg,"<p class=""paragraph"">The art technology startup, <a href=""https://artfi.world/"" target=""_blank"" rel=""noreferrer noopener nofollow"">Artfi</a>, revealed on October 11 that it made its Genesis Pass whitelist available to the general public in anticipation of its forthcoming formal debut.</p>",https://finbold.com/artfi-attracts-over-25000-collectors-for-fractionalized-digital-artwork-in-web3/,Finbold
12, Cardano founder mocks Vitalik Buterin’s Ethereum claims , Ana Zirojevic ," October 9, 2023 ",https://finbold.com/app/uploads/2023/10/Cardano-founder-mocks-Vitalik-Buterins-Ethereum-claims-1024x694.jpg,"<p class=""paragraph"">Following Ethereum (<a href=""https://finbold.com/cryptocurrency/ethereum/"">ETH</a>) co-founder Vitalik Buterin’s recent post on the benefits of staking and further network decentralization, Cardano (<a href=""https://finbold.com/cryptocurrency/cardano/"">ADA</a>) co-founder Charles Hoskinson poked fun at it amid accusations that <a href=""https://finbold.com/guide/how-to-buy-ethereum/"">Ethereum</a> was copying <a href=""https://finbold.com/guide/how-to-buy-cardano/"">Cardano</a>.</p>",https://finbold.com/cardano-founder-mocks-vitalik-buterins-ethereum-claims/,Finbold
13, Israeli police seize crypto accounts linked to Hamas financing , Vinicius Barbosa ," October 10, 2023 ",https://finbold.com/app/uploads/2023/10/israeli-police-1024x682.jpg,"<p class=""paragraph"">Amid the <a href=""https://finbold.com/the-war-in-israel-escalates-how-will-crypto-market-react/"" target=""_blank"" rel=""noreferrer noopener"">escalation of the Hamas-Israel war</a>, the <a href=""https://finbold.com/category/cryptocurrency-news/"" target=""_blank"" rel=""noreferrer noopener"">cryptocurrency market</a> has turned its eyes to the Middle East’s secular conflicts, while humanity suffers from war crimes and the number of reported victims continues to increase.</p>",https://finbold.com/israeli-police-seize-crypto-accounts-linked-to-hamas-financing/,Finbold
14, What’s next for XRP as Mexico’s central bank eyes Ripple adoption? , Vahid Karaahmetovic ," October 9, 2023 ",https://finbold.com/app/uploads/2023/10/Whats-next-for-XRP-as-Mexicos-central-bank-eyes-Ripple-adoption-1024x682.jpg,"<p class=""paragraph""><a href=""https://finbold.com/guide/buy-xrp-with-paypal/"">XRP</a> (<a href=""https://finbold.com/cryptocurrency/xrp/"">XRP</a>), the <a href=""https://finbold.com/cryptocurrencies/"">cryptocurrency</a> associated with Ripple, experienced a noteworthy surge in price earlier this month, buoyed by a double dose of positive developments.</p>",https://finbold.com/whats-next-for-xrp-as-mexicos-central-bank-eyes-ripple-adoption/,Finbold
15, Ripple moves 60m tokens from October unlock; Will it impact XRP? , Vinicius Barbosa ," October 10, 2023 ",https://finbold.com/app/uploads/2023/10/Ripple-60M-XRP.jpg,"<p class=""paragraph""><a href=""https://finbold.com/how-to-buy-ripple-xrp"" target=""_blank"" rel=""noreferrer noopener"">Ripple</a> moved 60 million XRP ($30 million) on October 9, from the <a href=""https://finbold.com/ripple-keeps-20-of-1-billion-tokens-unlocked-this-month-xrp-price-impact/"" target=""_blank"" rel=""noreferrer noopener"">200 million kept from</a> this month’s <a href=""https://finbold.com/ripple-to-unlock-1-billion-xrp-tomorrow-what-to-expect/"" target=""_blank"" rel=""noreferrer noopener"">1 billion XRP token unlock</a>. These tokens were then distributed and passed through five different accounts before being deposited in small batches to four exchanges indicating they were sold.</p>",https://finbold.com/ripple-moves-60m-tokens-from-october-unlock-will-it-impact-xrp/,Finbold
16, XRP market cap tanks $2.5 billion in a week: Is this just the start? , Ana Zirojevic ," October 11, 2023 ",https://finbold.com/app/uploads/2023/10/XRP-market-cap-tanks-2.5-billion-in-a-week-Is-this-just-the-start.jpg,"<p class=""paragraph"">As the <a href=""https://finbold.com/guide/bear-market-definition/"">bearish</a> sentiment returns to the larger part of the <a href=""https://finbold.com/category/cryptocurrency-news/"">cryptocurrency sector</a> amid geopolitical uncertainties, <a href=""https://finbold.com/cryptocurrency/xrp/"">XRP</a> is no exception, having lost nearly $2.5 billion to its market capitalization in the last week alone, in addition to its price declining close to 9%.</p>",https://finbold.com/xrp-market-cap-tanks-2-5-billion-in-a-week-is-this-just-the-start/,Finbold
17, ‘Rich Dad’ R. Kiyosaki shares 3 alarming economic factors right now , Ana Zirojevic ," October 10, 2023 ",https://finbold.com/app/uploads/2023/10/Rich-Dad-R.-Kiyosaki-shares-3-alarming-economic-factors-right-now-1024x664.jpg,"<p class=""paragraph"">Amid warnings of a looming <a href=""https://finbold.com/guides/finance/"">financial</a> crash, primarily in the United States, prominent <a href=""https://finbold.com/guides/investing/"">investor</a> and author of the best-selling <a href=""https://finbold.com/guide/investment-books/"">personal finance book</a><em> ‘Rich Dad Poor Dad’ </em><a href=""https://finbold.com/guide/who-is-robert-kiyosaki/"">Robert Kiyosaki</a> has focused on the economic factors that could contribute to or even directly lead to these bleak premonitions coming true.</p>",https://finbold.com/rich-dad-r-kiyosaki-shares-3-alarming-economic-factors-right-now/,Finbold
18, Ethereum’s bull run at risk? Inside ETH whales’ $8 billion sell-off , Jordan Major ," October 10, 2023 ",https://finbold.com/app/uploads/2023/10/Ethereums-bull-run-at-risk-Inside-ETH-whales-8-billion-sell-off-.jpg,"<p class=""paragraph"">Ethereum (<a href=""https://finbold.com/cryptocurrency/ethereum"">ETH</a>), the second-largest <a href=""https://finbold.com/category/cryptocurrency-news/"">cryptocurrency</a> by market cap, has been at the forefront of the crypto bull run, amassing significant gains in the past year.</p>",https://finbold.com/ethereums-bull-run-at-risk-inside-eth-whales-8-billion-sell-off/,Finbold
19, Top 5 cryptocurrencies with the highest address activity , Vinicius Barbosa ," October 6, 2023 ",https://finbold.com/app/uploads/2023/10/top5-most-active-bockchains.jpg,"<p class=""paragraph""><a href=""https://finbold.com/cryptocurrencies"" target=""_blank"" rel=""noreferrer noopener"">Cryptocurrencies</a> encompass more than just their current trading price, total market cap, and tokenomics. This groundbreaking technology, that’s behind shifting a trillion-dollar industry, was created to benefit individuals and tackle tangible issues, like the use of peer-to-peer cash systems.</p>",https://finbold.com/top-5-cryptocurrencies-with-the-highest-address-activity/,Finbold
20, 3 cryptocurrencies to avoid trading in October , Vahid Karaahmetovic ," October 6, 2023 ",https://finbold.com/app/uploads/2023/10/3-cryptocurrencies-to-avoid-trading-in-October.jpg,"<p class=""paragraph"">Previous <a href=""https://finbold.com/guide/bull-market-definition/"">bull markets</a> in crypto showed how fortunes can be made and lost in the blink of an eye. </p>",https://finbold.com/3-cryptocurrencies-to-avoid-trading-in-october/,Finbold
21, ChatGPT picks top 3 cryptocurrencies to stake for passive income , Vinicius Barbosa ," October 7, 2023 ",https://finbold.com/app/uploads/2023/10/ChatGPT-staking-passive-income.jpg,"<p class=""paragraph"">Staking <a href=""https://finbold.com/cryptocurrencies"" target=""_blank"" rel=""noreferrer noopener"">cryptocurrencies</a> can be done in different ways, using different networks, and for different goals. However, they all have one thing in common: <a href=""https://finbold.com/cryptocurrency-staking-guide"" target=""_blank"" rel=""noreferrer noopener"">Staking</a> tokens will recurrently reward their <a href=""https://finbold.com/guide/what-is-hodl/"" target=""_blank"" rel=""noreferrer noopener"">holders</a> for a proportional share of each of their stakes on the network or application.</p>",https://finbold.com/chatgpt-picks-top-3-cryptocurrencies-to-stake-for-passive-income/,Finbold
22," Jefferies: Bitcoin is a ‘critical hedge’ against inflation, belongs in same bag as gold ", Justinas Baltrusaitis ," October 7, 2023 ",https://finbold.com/app/uploads/2023/10/Jefferies-Bitcoin-is-a-critical-hedge-against-inflation-belongs-in-same-bag-as-gold.jpg,"<p class=""paragraph"">Recently, Bitcoin (<a href=""https://finbold.com/cryptocurrency/bitcoin/"">BTC</a>) has garnered growing support from traditional <a href=""https://finbold.com/guides/finance/"">financial</a> institutions that see the asset as a potential hedge against inflation and an <a href=""https://finbold.com/guides/investing/"">investment</a> opportunity. The backing has emerged as Bitcoin attempts to find a spark that will trigger the next <a href=""https://finbold.com/guide/bull-market-definition/"">bull run</a>. </p>",https://finbold.com/jefferies-bitcoin-is-a-critical-hedge-against-inflation-belongs-in-same-bag-as-gold/,Finbold
23, DeFi investors flee BNB Chain; What’s happening? , Vinicius Barbosa ," October 7, 2023 ",https://finbold.com/app/uploads/2023/10/BNB-Chain-DeFi.jpg,"<p class=""paragraph"">Amid worldwide regulatory scrutiny against <a href=""https://finbold.com/binance-review"" target=""_blank"" rel=""noreferrer noopener"">Binance</a> and other <a href=""https://finbold.com/cryptocurrencies"" target=""_blank"" rel=""noreferrer noopener"">crypto</a> centralized finance (CeFi) service providers, the <a href=""https://finbold.com/buy-bnb-with-paypal"" target=""_blank"" rel=""noreferrer noopener"">BNB Chain</a> (formerly <a href=""https://finbold.com/binance-coin-bnb"" target=""_blank"" rel=""noreferrer noopener"">Binance Smart Chain</a>) has seen close to $2 billion in outflows from its decentralized finance (<a href=""https://finbold.com/liquidity-mining-definition"" target=""_blank"" rel=""noreferrer noopener"">DeFi</a>) ecosystem in 2023.</p>",https://finbold.com/defi-investors-flee-bnb-chain-whats-happening/,Finbold
24, China’s Yuan has a market cap of 1.4 billion BTC; What about USD? , Vinicius Barbosa ," October 7, 2023 ",https://finbold.com/app/uploads/2023/10/CNY-marketcap-BTC.jpg,"<p class=""paragraph"">Bitcoin (<a href=""https://finbold.com/cryptocurrency/bitcoin"" target=""_blank"" rel=""noreferrer noopener"">BTC</a>) can be used as a medium of exchange (MoE), a store of value (SoV), and also as a unit of accounting (UoA), considering the three main use cases for money. For the latter, it is possible to price many different things in BTC, which includes <a href=""https://finbold.com/what-is-the-cost-of-an-iphone-15-in-bitcoin/"" target=""_blank"" rel=""noreferrer noopener"">the cost of an iPhone 15</a>, or the market capitalization of fiat currencies worldwide.</p>",https://finbold.com/chinas-yuan-has-a-market-cap-of-1-4-billion-btc-what-about-usd/,Finbold
25, ChatGPT CEO warns US government wants to control Bitcoin , Justinas Baltrusaitis ," October 8, 2023 ",https://finbold.com/app/uploads/2023/10/ChatGPT-CEO-warns-US-government-wants-to-control-Bitcoin.jpg,"<p class=""paragraph"">Sam Altman, the founder of <a href=""https://finbold.com/guide/how-to-buy-open-ai-stock/"">OpenAI</a>, the parent company behind the interactive artificial intelligence (<a href=""https://finbold.com/topic/artificial-intelligence/"">AI</a>) platform <a href=""https://finbold.com/guide/how-to-buy-chat-gpt-stock/"">ChatGPT</a>, has voiced his concerns about the future of Bitcoin (<a href=""https://finbold.com/cryptocurrency/bitcoin/"">BTC</a>) and <a href=""https://finbold.com/cryptocurrencies"">cryptocurrencies</a>, which he believes are facing significant challenges from the United States government.</p>",https://finbold.com/chatgpt-ceo-warns-us-government-wants-to-control-bitcoin/,Finbold
26," Ripple trial: Legal expert dismisses SEC’s odds, presents 2 alternative paths ", Justinas Baltrusaitis ," October 8, 2023 ",https://finbold.com/app/uploads/2023/10/Ripple-trial-Legal-expert-dismisses-SECs-odds-presents-2-alternative-paths.jpg,"<p class=""paragraph"">The legal dispute between <a href=""https://finbold.com/topic/blockchain/"">blockchain</a> company <a href=""https://finbold.com/topic/ripple/"">Ripple</a> and the Securities and Exchange Commission (<a href=""https://finbold.com/topic/sec/"">SEC</a>) continues to capture significant attention as the parties involved put forth various scenarios for the case’s resolution. Following Ripple’s partial victory, in which the court ruled that <a href=""https://finbold.com/cryptocurrency/xrp/"">XRP</a> tokens were not securities, the <a href=""https://finbold.com/guides/cryptocurrency/"">cryptocurrency</a> community closely monitors the unfolding developments and speculates on the final outcome.</p>",https://finbold.com/ripple-trial-legal-expert-dismisses-secs-odds-presents-2-alternative-paths/,Finbold
27, New player in town? Crypto firm WonderFi to pursue Nasdaq listing , Vinicius Barbosa ," October 7, 2023 ",https://finbold.com/app/uploads/2023/10/NASDAQ-WonderFi.jpg,"<p class=""paragraph"">The <a href=""https://finbold.com/index-investing-canada"" target=""_blank"" rel=""noreferrer noopener"">Canadian</a> <a href=""https://finbold.com/category/cryptocurrency-news/"" target=""_blank"" rel=""noreferrer noopener"">cryptocurrency</a> service provider WonderFi Technologies Inc. (TSX: <a href=""https://www.wonder.fi/"" target=""_blank"" rel=""noreferrer noopener nofollow"">WNDR</a>) has announced its registration with the Securities and Exchange Commission (<a href=""https://finbold.com/topic/SEC/"" target=""_blank"" rel=""noreferrer noopener"">SEC</a>) in the <a href=""https://finbold.com/topic/united-states/"" target=""_blank"" rel=""noreferrer noopener"">United States</a>, to have its common shares listed on <a href=""https://finbold.com/stock/nasdaq-stock-ndaq/"" target=""_blank"" rel=""noreferrer noopener"">NASDAQ</a>.</p>",https://finbold.com/new-player-in-town-crypto-firm-wonderfi-to-pursue-nasdaq-listing/,Finbold
28, Bitcoin is 2023’s best-performing asset among 40 wealth classes , Justinas Baltrusaitis ," October 7, 2023 ",https://finbold.com/app/uploads/2023/10/Bitcoin-is-2023s-best-performing-asset-among-40-wealth-classes-min.jpg,"<p class=""paragraph"">In a year marked by economic uncertainty, persistently high inflation, and concerns over rising interest rates, Bitcoin (<a href=""https://finbold.com/cryptocurrency/bitcoin/"">BTC</a>) has emerged as the star performer, outperforming other traditional asset classes. This performance by Bitcoin is notable despite the <a href=""https://finbold.com/guides/cryptocurrency/"">cryptocurrency</a> mostly trading in a consolidation phase.</p>",https://finbold.com/bitcoin-is-2023s-best-performing-asset-among-40-wealth-classes/,Finbold
29, 3 cryptocurrencies under $0.10 to buy next week , Ana Zirojevic ," October 6, 2023 ",https://finbold.com/app/uploads/2023/10/3-cryptocurrencies-under-0.10-to-buy-next-week.jpg,"<p class=""paragraph"">Although the majority of assets in the <a href=""https://finbold.com/category/cryptocurrency-news/"">cryptocurrency market</a> are back to trading in a sideways fashion, some of them might have solid foundations to be a good buy in the week to come, with some still available at the low entry price of below $0.10 per wholecoin.</p>",https://finbold.com/3-cryptos-under-0-10-buy-next-week/,Finbold
30," Machine learning algorithm sets DOGE price for October 31, 2023 ", Ana Zirojevic ," October 6, 2023 ",https://finbold.com/app/uploads/2023/10/Machine-learning-algorithm-sets-DOGE-price-for-October-31-2023.jpg,"<p class=""paragraph"">As the larger part of the <a href=""https://finbold.com/category/cryptocurrency-news/"">cryptocurrency market</a> returns to sideways trading mode, Dogecoin (<a href=""https://finbold.com/cryptocurrency/dogecoin/"">DOGE</a>) is following the trend, and machine learning (ML) algorithms do not predict the situation to go any better for the dog meme token by the end of October either.</p>",https://finbold.com/machine-learning-algorithm-sets-doge-price-for-october-31-2023/,Finbold
31," AntPool is now the biggest Bitcoin mining pool, reaping $20M in 3 days ", Vinicius Barbosa ," October 6, 2023 ",https://finbold.com/app/uploads/2023/10/AntPool-Bitcoin-Mining-Foundry-1024x766.jpg,"<p class=""paragraph"">The Bitcoin (<a href=""https://finbold.com/cryptocurrency/bitcoin"" target=""_blank"" rel=""noreferrer noopener"">BTC</a>) mining business is a live ‘winner-takes-all’ race, with <a href=""https://finbold.com/16-bitcoin-mining-companies-have-4-47-billion-in-losses-in-a-year"" target=""_blank"" rel=""noreferrer noopener"">mining companies</a> and pools competing against each other for the discovery of the next valid block that guarantees the right to collect the <a href=""https://finbold.com/bitcoin-mining-guide"" target=""_blank"" rel=""noreferrer noopener"">mining reward</a> of 6.25 BTC plus transaction fees. Recent changes in the <a href=""https://finbold.com/hashrate"" target=""_blank"" rel=""noreferrer noopener"">hashrate</a> spectrum towards AntPool could further impact <a href=""https://finbold.com/this-is-how-centralized-bitcoin-mining-has-become-over-the-years-report"" target=""_blank"" rel=""noreferrer noopener"">Bitcoin network decentralization</a>.</p>",https://finbold.com/antpool-is-now-the-biggest-bitcoin-mining-pool-reaping-20m-in-3-days/,Finbold
32, Ethereum fees drop to lowest in a year; Price rebound in sight? , Ana Zirojevic ," October 5, 2023 ",https://finbold.com/app/uploads/2023/10/Ethereum-fees-drop-to-lowest-in-a-year-Price-rebound-in-sight-1024x682.jpg,"<p class=""paragraph"">As the largest part of the <a href=""https://finbold.com/category/cryptocurrency-news/"">cryptocurrency market</a> returns to trading sideways, Ethereum (<a href=""https://finbold.com/cryptocurrency/ethereum/"">ETH</a>) is no exception, but price rebound could be in the cards for the second-largest digital asset by market capitalization, taking into account historical patterns of transaction fees on its network. </p>",https://finbold.com/ethereum-fees-drop-to-lowest-in-a-year-price-rebound-in-sight/,Finbold
33, Bulls vs. Bears: Crypto analysts split on Bitcoin predictions , Jordan Major ," October 5, 2023 ",https://finbold.com/app/uploads/2023/10/Bulls-vs.-Bears-Crypto-analysts-split-on-Bitcoin-predictions.jpg,"<p class=""paragraph"">Bitcoin (<a href=""https://finbold.com/cryptocurrency/bitcoin"">BTC</a>) stands at an intriguing crossroads, displaying resilience and sparking debates among <a href=""https://finbold.com/cryptocurrencies/"">crypto market</a> analysts. </p>",https://finbold.com/bulls-vs-bears-crypto-analysts-split-on-bitcoin-predictions/,Finbold
34, Terra Classic faces top 100 exit as sell-off intensifies , Vinicius Barbosa ," October 5, 2023 ",https://finbold.com/app/uploads/2023/10/terra-classic-LUNC-top100.jpg,"<p class=""paragraph"">One year ago, Terra Classic (<a href=""https://finbold.com/cryptocurrency/terra-luna-classic/"" target=""_blank"" rel=""noreferrer noopener"">LUNC</a>) saw two billionaire market cap new highs in a row. <a href=""https://finbold.com/1-billion-pumped-into-terra-classics-market-cap-in-a-week-as-lunc-surges-by-180/"" target=""_blank"" rel=""noreferrer noopener"">The first was $1 billion on September 1, 2022</a>, followed by <a href=""https://finbold.com/investors-pump-1-7-billion-into-terra-classic-as-lunc-gains-107-in-a-week/"" target=""_blank"" rel=""noreferrer noopener"">another $1.7 billion one week later</a>. However, 2023 has been a tough year for Terra Classic investors, with LUNC losing over 60% of its value year-to-date (YTD), and close to 80% since these past reports.</p>",https://finbold.com/terra-classic-faces-top-100-exit-as-sell-off-intensifies/,Finbold
35, The war in Israel escalates; How will crypto market react? , Ana Zirojevic ," October 10, 2023 ",https://finbold.com/app/uploads/2023/10/The-war-in-Israel-escalates-How-will-crypto-market-react.jpg,"<p class=""paragraph"">After the long-standing conflict in the Middle East took an unprecedented turn with the massive terrorist attack on Israeli soil, the majority of assets in the <a href=""https://finbold.com/category/cryptocurrency-news/"">cryptocurrency market</a> traded slightly lower, although Bitcoin (<a href=""https://finbold.com/cryptocurrency/bitcoin/"">BTC</a>) has stood relatively firm and recorded only marginal losses.</p>",https://finbold.com/the-war-in-israel-escalates-how-will-crypto-market-react/,Finbold
36, DeFi protocols on Cardano surge; What it means for ADA? , Vinicius Barbosa ," October 5, 2023 ",https://finbold.com/app/uploads/2023/10/cardano-ada-tvl-defi.jpg,"<p class=""paragraph"">The total value locked (TVL) on the Cardano (<a href=""https://finbold.com/cryptocurrency/cardano"" target=""_blank"" rel=""noreferrer noopener"">ADA</a>) <a href=""https://finbold.com/liquidity-mining-definition"" target=""_blank"" rel=""noreferrer noopener"">DeFi</a> ecosystem has surpassed $160 million with a surge of close to 10% in the deployed capital, which increases <a href=""https://finbold.com/buy-cardano-with-paypal"" target=""_blank"" rel=""noreferrer noopener"">Cardano</a>’s value as a decentralized finance chain and increases <a href=""https://finbold.com/guide/liquidity-mining-definition/"" target=""_blank"" rel=""noreferrer noopener"">liquidity</a> for its protocols and tokens.</p>",https://finbold.com/defi-protocols-on-cardano-surge-what-it-means-for-ada/,Finbold
